assignatura assinatura 
desafecto desafeto
desaffabilidade desafabilidade
desaffavel desafavel
desaffectacao desafetacao
desaffectadamente desafetadamente
desaffectado desafectado
desaffecto desafeto
desaffeicao desafeicao
desaffeicoar desafeicoar
desafflxar desaflxar
desallianca desalianca
desalliviar desaliviar
desapparecer desaparecer
desapparecido desaparecido
desapparecimento desaparecimento
desapparelhadamente desaparelhadamente
desapparelhamento desaparelhamento
desapparelhar desaparelhar
desapparelho desaparelho
desapparicao desaparicao
desapplaudir desaplaudir
desapplauso desaplauso
desapplicacao desaplicacao
desapplicadamente desaplicadamente
desapplicar desaplicar
desappor desapor
desapprender desaprender
desapprovacao desaprovacao
desapprovadamente desaprovadamente
desapprovador desaprovador
desapprovar desaprovar
desapprovativo desaprovativo
descabellado descabelado
descabellar descabelar
descabello descabelo
descancellar descancelar
descapellada descapelada
descapellar descapelar
descatholizar descatolizar
descellular descelular
deschancellar deschancelar
descollamento descolamento
descollar descolar
descommedidamente descomedidamente
descommedimento descomedimento
descommedir-se descomedir-se
descommeter descometer
descommodidade descomodidade
descommodo descomodo
descommover descomover
descommunal descomunal
descommunaleza descomunaleza
descommunalmente descomunalmente
descommungar descomungar
descommunhao descomunhao
desconjunccao desconjuncao
descorollado descorolado
desemmacar desemacar
desemmadeirar desemadeirar
desemmalar desemalar
desemmalhar desemalhar
desemmalhetar desemalhetar
desemmaranhar desemaranhar
desemmastear desemastear
desemmedar desemedar
desemmoinhar desemoinhar
desemmoldurar desemoldurar
desemmudecer desemudecer
desencapellar desencapelar
desencastellador desencastelador
desencastellar desencastelar
desencollar desencolar
desencommendar desencomendar
desengrillar-se desengrilar-se
desenthesoirador desentesoirador
desenthesoirar desentesoirar
desenthronizar desentronizar
desexcommungar desexcomungar
desexcommunhao desexcomunhao
desfallecente desfalecente
desfallecer desfalecer
desfallecimento desfalecimento
desfallecudo desfalecudo
desfallencia desfalencia
deshabilidade desabilidade
deshabilitar desabilitar
deshabitar desabitar
deshabito desabito
deshabituacao desabituacao
deshabituar desabituar
desharmonia desarmonia
desharmonico desarmonico
desharmonizador desarmonizador
desharmonizar desarmonizar
desherdacao deserdacao
desherdar deserdar
deshonestamente desonestamente
deshonestar desonestar
deshonestidade desonestidade
deshonesto desonesto
deshonra desonra
deshonradamente desonradamente
deshonradez desonradez
deshonradico desonradico
deshonrador desonrador
deshonrante desonrante
deshonrar desonrar
deshonrosamente desonrosamente
deshonroso desonroso
deshorado desorado
deshoras desoras
deshumanamente desumanamente
deshumanar desumanar
deshumanidade desumanidade
deshumanizar desumanizar
deshumano desumano
deshydratacao deshidratacao
deshydratar deshidratar
deshydrogenacao desidrogenacao
deshydrogenar desidrogenar
desilludido desiludido
desilludir desiludir
desilluminado desiluminado
desillusao desilusao
desilluso desiluso
desinfectador desinfetador
desinfectante desinfetante
desinfectar desinfetar
desinfectorio desinfetorio
desinflammacao desinflamacao
desinflammar desinflamar
desinsoffrido desinsofrido
desintelligencia desinteligencia
deslectico desletico
desmammar desmamar
desmantho desmanto
desmedullar desmedular
desmethodico desmetodico
desmographia desmografia
desmographo desmografo
desmopathia desmopatia
desmophlogia desmoflogia
desobscrircccr desobscrircer
desobstruccao desobstrucao
desoccupacao desocupacao
desoccupadamente desocupadamente
desoccupado desocupado
desoccupar desocupar
desoffuscar desofuscar
desopportuno desoportuno
desoppressao desopressao
desoppressar desopressar
desoppressor desopressor
desopprimir desoprimir
desoxydacao desoxidacao
desoxydante desoxidante
desoxydar desoxidar
desoxygenacao desoxigenacao
desoxygenante desoxigenante
desoxygenar desoxigenar
despella despela
despellar despelar
despreoccupacao despreocupacao
despreoccupadamente despreocupadamente
despreoccupar despreocupar
desproteccao desprotecao
dessellar desselar
dessymetria dessimetria
dessymetrico dessimetrico
desthronar destronar
desthronizacao destronizacao
desthronizar destronizar
destillacao destilacao
destilladeira destiladeira
destillamento destilamento
destillar destilar
destillaria destilaria
destillatorio destilatorio
destincto destinto
destructibilidade destrutibilidade
destructivamente destrutivamente
destructivel destrutivel
destructivo destrutivo
destructor destrutor
destyrannizar destiranizar
desvallado desvalado
desvassallar desvassalar
detectiva detetiva
detraccao detracao
detractivo detrativo
detractor detrator
detrectar detretar
deuteropathia deuteropatia
deuteropathico deuteropatico
deuteropyramide deuteropiramide
deutoxydo deutoxido
devoluccao devolucao
dextrogyro dextrogiro
diacantho diacanto
diacatholicao diacatolicao
diachylao diaquilao
diadelphia diadelfia
diadelpho diadelfo
diagramma diagrama
diagrapho diagrafo
dialectacao dialetacao
dialectal dialetal
dialectica dialetica
dialecticamente dialeticamente
dialectico dialetico
dialectismo dialetismo
dialecto dialeto
dialectologia dialetologia
dialectologo dialetologo
diallage dialage
diallagio dialagio
diallelo dialelo
dialysador dialisador
dialysar dialisar
dialyse dialise
dianella dianela
diantho dianto
diaphaneidade diafaneidade
diaphano diafano
diaphanogeno diafanogeno
diaphanometria diafanometria
diaphanometrico diafanometrico
diaphanometro diafanometro
diaphanorama diafanorama
diaphonia diafonia
diaphora diafora
diaphorese diaforese
diaphoretico diaforetico
diaphragma diafragma
diaphragmatico diafragmatico
diaphragmite diafragmite
diaphysario diafisario
diaphyse diafise
diapyetico diapietico
diarthrose diartrose
diastatomma diastatoma
diastrophia diastrofia
diastylo diastilo
diasyrmo diasirmo
diathermanismo diatermanismo
diathermano diatermano
diathermico diatermico
diathese diatese
diathesico diatesico
diccionario dicionario
diccionarista dicionarista
diccionarizar dicionarizar
dicephalo dicefalo
dichrocephala dichrocefala
dicotyleas dicotileas
dicotyledoneas dicotiledoneas
dicotyledoneo dicotiledoneo
dicotylo dicotilo
dictado ditado
dictador ditador
dictadura ditadura
dictame ditame
dictamno dictano
dictar ditar
dictatorial ditatorial
dictatorio ditatorio
dictinho ditinho
dicto dito
didacta didata
didactica didatica
didacticamente didaticamente
didactico didatico
didactylo didactilo
didelphoide didelfoide
didelphos didelfos
diduccao diducao
didymalgia didimalgia
didymio didimio
didymite didimite
didymo didimo
didynamia didinamia
didynamo didinamo
dielectrico dieletrico
dielytra dielitra
diffamacao difamacao
diffamadamente difamadamente
diffamador difamador
diffamante difamante
diffamar difamar
diffamatorio difamatorio
differenca diferenca
differencar diferencar
differencavel diferencavel
differenciacao diferenciacao
differencial diferencial
differenciar diferenciar
differente diferente
differentemente diferentemente
differir diferir
difficil dificil
difficilissimo dificilissimo
difficillimo dificilimo
difficultar dificultar
difficultosamente dificultosamente
difficultoso dificultoso
diffidencia difidencia
diffidente difidente
diffluencia difluencia
diffluente difluente
diffluir difluir
diffraccao difracao
diffractar difratar
diffractivo difrativo
diffringente difringente
diffundir difundir
diffusamente difusamente
diffusao difusao
diffusivel difusivel
diffusivo difusivo
diffuso difuso
difraccao difracao
difractar difratar
difractivo difrativo
diglypho diglifo
digramma digrama
digrapho digrafo
digynia diginia
digyno digino
dihydrico dihidrico
dileccao dilecao
dilecto dileto
dilemmatico dilematico
dilleniaceas dileniaceas
dimorphia dimorfia
dimorphismo dimorfismo
dimorpho dimorfo
dinotherio dinoterio
diodoncephalo diodoncefalo
dionysiacas dionisiacas
dionysiaco dionisiaco
dionyso dioniso
diospyreiro diospireiro
diospyro diospiro
diphalangarchia difalangarchia
diphia difia
diphococco difococo
diphonia difonia
diphteria difteria
diphterico difterico
diphterite difterite
diphthongo diftongo
diphyllo difilo
diphyodonte difiodonte
diplocephalia diplocefalia
diplocephalo diplocefalo
diplococco diplococo
diplopappo diplopapo
diplophonia diplofonia
dipteracantho dipteracanto
dipterygia dipterigia
dipterygios dipterigios
diptycos dipticos
dipyrenado dipirenado
dipyrrhico dipirrico
direccao direcao
directamente diretamente
directivo diretivo
directo direto
director diretor
directora diretora
directorado diretorado
directoria diretoria
directorial diretorial
directorio diretorio
directriz diretriz
discommodo discomodo
disjunccao disjuncao
disseccao dissecao
distheno disteno
distillar distilar
distinccao distincao
distinctamente distintamente
distinctivamente distintivamente
distinctivo distintivo
distincto distinto
distraccao distracao
distractar distratar
distracte distrate
distractil distratil
distractivo distrativo
distracto distrato
districcao districao
districtal distrital
districto distrito
distylo distilo
disyllabico disilabico
disyllabo dissilabo
dithyrambico ditirambico
dithyrambo ditirambo
ditriglypho ditriglifo
divellente divelente
docillimo docilimo
docto doto
doctor dotor
doctrina dotrina
dodecagynia dodecaginia
dodecagyno dodecagino
dolabella dolabela
dolichocephalia dolichocefalia
dolichocephalo dolichocefalo
dollar dolar
donzelinho-do-castello donzelinho-do-castelo
donzelinho-gallego donzelinho-galego
donzella donzela
donzellaria donzelaria
donzella-verde donzela-verde
donzellice donzelice
donzellinha donzelinha
donzello donzelo
donzellona donzelona
doryphora dorifora
dothienteria dotienteria
doxographo doxografo
dracocephalo dracocefalo
dracogrypho dracogrifo
dracontocephalo dracontocefalo
dramma drama
drimya drimia
drosophyllo drosofilo
dryada driada
dryade driade
dryadeas driadeas
drymis drimis
drymonia drimonia
dryopitheco driopiteco
ductilimetro dutilimetro
duellar duelar
duellista duelista
duello duelo
dyada diada
dynamia dinamia
dynamico dinamico
dynamiologia dinamiologia
dynamismo dinamismo
dynamista dinamista
dynamitaria dinamitaria
dynamite dinamite
dynamiteiro dinamiteiro
dynamitista dinamitista
dynamitizar dinamitizar
dynamizacao dinamizacao
dynamizar dinamizar
dynamo dinamo
dynamogenia dinamogenia
dynamomagnetico dinamomagnetico
dynamometria dinamometria
dynamometrico dinamometrico
dynamometro dinamometro
dynamophoro dinamoforo
dynamoscopia dinamoscopia
dynamoscopio dinamoscopio
dynarnica dinarnica
dynasta dinasta
dynastia dinastia
dynastico dinastico
dynio dinio
dyostylo diostilo
dyotypa diotipa
dysarthria disartria
dysbasia disbasia
dyschroia dischroia
dyschromatico discromatico
dyschromatopsia dischromatopsia
dyschromia discromia
dyscinesia discinesia
dyscolo discolo
dyscrasia discrasia
dyscrasico discrasico
dysdipsia disdipsia
dysenteria disenteria
dysenterico disenterico
dysenteriforme disenteriforme
dysesthesia disestesia
dysgenesia disgenesia
dysgenesico disgenesico
dysgenetico disgenetico
dyslalia dislalia
dyslexia dislexia
dyslogia dislogia
dyslogico dislogico
dysmenia dismenia
dysmenorrheia dismenorreia
dysmenorrheico dismenorreico
dysmnesia dismnesia
dysnervado disnervado
dysodia disodia
dysopia disopia
dysorexia disorexia
dysosmia disosmia
dyspepsia dispepsia
dyspeptia dispepsia
dyspeptico dispeptico
dysphagia disfagia
dysphasia disfasia
dysphonia disfonia
dysphoria disforia
dyspneia dispneia
dyspneico dispneico
dyssymetria dissimetria
dyssymetrico dissimetrico
dysthanasia distanasia
dystocia distocia
dystociaco distociaco
dystopia distopia
dystrophia distrofia
dystrophico distrofico
dysuria disuria
dysurico disurico
dytico ditico
ebullicao ebulicao
ebullidor ebulidor
ebulliente ebuliente
ebulliometro ebuliometro
ebullioscopio ebulioscopio
ecchymosar-se equimosar-se
ecchymose equimose
ecchymotico equimotico
ecclesiasticamente eclesiasticamente
ecclesiastico eclesiastico
eccope ecope
eccoprotico ecoprotico
echinococco echinococo
echinophora echinofora
echinophoro echinoforo
echinophthalmia equinoftalmia
echinorrhynco equinorrinco
eclecticamente ecleticamente
eclecticismo ecleticismo
eclectico ecletico
eclectismo ecletismo
ecnephia ecnefia
ecphonema ecfonema
ecphora ecfora
ecphratico aperitivo
ecthese ectese
ecthlipse ectlipse
ecthyma ectima
ectillotico ectilotico
ectilotico etilotico
ectima etima
ectoblasta etoblasta
ectocardia etocardia
ectocefalia etocefalia
ectocefalo etocefalo
ectocephalia ectocefalia
ectocephalo ectocefalo
ectoderme etoderme
ectopago etopago
ectoplacenta etoplacenta
ectopogono etopogono
ectospermas etospermas
ectromelo etromelo
ectylotico ectilotico
ectypo ectipo
ectypographia ectipografia
edictal edital
edicto edito
educcao educao
educto eduto
efectivacao efetivacao
efectivamente efetivamente
efectivar efetivar
efectivel efetivel
efectividade efetividade
efectivo efetivo
efectuar efetuar
efectuoso efetuoso
effectivacao efetivacao
effectivamente efetivamente
effectivar efetivar
effectivel efetivel
effectividade efetividade
effectivo efetivo
effectuar efetuar
effectuoso efetuoso
effeitarrao efeitarrao
effeito efeito
effeituacao efeituacao
effeituador efeituador
effeituar efeituar
effeminacao efeminacao
effeminadamente efeminadamente
effeminado efeminado
effeminar efeminar
effeminizar efeminizar
efferente eferente
effervescencia efervescencia
effervescente efervescente
effervescer efervescer
efficacissimo eficacissimo
efficaz eficaz
efficazmente eficazmente
efficiencia eficiencia
efficiente eficiente
efficientemente eficientemente
effigiar efigiar
effigie efigie
efflorescencia eflorescencia
efflorescente eflorescente
efflorescer eflorescer
effluencia efluencia
effluente efluente
effluvio efluvio
effraccao efracao
effractura efratura
effugio efugio
effundir efundir
effusamente efusamente
effusao efusao
effuso efuso
efractura efratura
egophonia egofonia
egophonico egofonico
egypciaco egipciaco
egypciao egipciao
egypcio egipcio
egyptano egiptano
egyptico egiptico
egyptologia egiptologia
egyptologo egiptologo
ejeccao ejecao
ejector ejetor
elaphebolias elafebolias
elaphebolio elafebolio
elaphiano elafiano
elapho elafo
elaphographia elafografia
elaphornitho elafornito
elaphros elafros
electivamente eletivamente
electividade eletividade
electivo eletivo
electos eletos
electricamente eletricamente
electricidade eletricidade
electricista eletricista
electrico eletrico
electrino eletrino
electriz eletriz
